name,brewery_type,city,temp,state,rating,Average Yearly Temp
Avondale Brewing Co,micro,Birmingham,77.0,Alabama,4.6,62.8
Brewpub In Planning - Birmingham,planning,Birmingham,77.0,Alabama,4.7,62.8
Ghost Train Brewing Co,micro,Birmingham,77.0,Alabama,4.6,62.8
Good People Brewing Co,micro,Birmingham,77.0,Alabama,4.7,62.8
Trim Tab Brewing,micro,Birmingham,77.0,Alabama,4.6,62.8
Band of Brothers Brewing Company,micro,Tuscaloosa,75.92,Alabama,4.8,62.8
Black Warrior Brewing Co.,micro,Tuscaloosa,75.92,Alabama,4.7,62.8
Druid City Brewing,micro,Tuscaloosa,75.92,Alabama,4.6,62.8
Below the Radar Brewing Co,brewpub,Huntsville,71.96,Alabama,4.3,62.8
Chandler's Ford Brewing LLC,planning,Huntsville,71.96,Alabama,4.9,62.8
Green Bus Brewing,brewpub,Huntsville,71.96,Alabama,4.9,62.8
InnerSpace Brewing Company,micro,Huntsville,71.96,Alabama,4.8,62.8
Mad Malts Brewery & Tap Room,micro,Huntsville,71.96,Alabama,4.7,62.8
Salty Nut Brewery,micro,Huntsville,71.96,Alabama,4.8,62.8
Straight to Ale,micro,Huntsville,71.96,Alabama,4.5,62.8
Yellowhammer Brewery,micro,Huntsville,71.96,Alabama,4.7,62.8
Big Beach Brewing Company,micro,Gulf Shores,82.94,Alabama,4.6,62.8
Bluewater Brewing Co,micro,Florence,69.08,Alabama,4.6,62.8
Haint Blue Brewing Company,contract,Mobile,82.94,Alabama,4.7,62.8
Serda Brewing Company,micro,Mobile,82.94,Alabama,4.6,62.8
Cheaha Brewing Co,brewpub,Anniston,75.92,Alabama,4.3,62.8
Cross-Eyed Owl Brewing Co.,micro,Decatur,69.98,Alabama,4.9,62.8
Fairhope Brewing Co,micro,Fairhope,82.94,Alabama,4.8,62.8
Main Channel Brewing Company,micro,Guntersville,73.94,Alabama,4.9,62.8
Old Black Bear Brewing,micro,Madison,46.4,Alabama,4.5,62.8
Rocket Republic Brewing Company,micro,Madison,46.4,Alabama,4.8,62.8
Red Clay Brewing Company,micro,Opelika,82.04,Alabama,4.8,62.8
Twisted Barley Brewing Company,micro,Jasper,75.02,Alabama,4.7,62.8
Big Rock Chop House & Brewery,contract,Birmingham,77.0,Michigan,4.6,44.4
Griffin Claw Brewing Co,micro,Birmingham,77.0,Michigan,4.5,44.4
Final Gravity Brewing Co,brewpub,Decatur,69.98,Michigan,4.9,44.4
Big Boiler Brewing,brewpub,Lowell,60.08,Michigan,4.1,44.4
New Union Brewing,micro,Lowell,60.08,Michigan,4.7,44.4
Brew Works of Fremont,brewpub,Fremont,75.2,Michigan,4.3,44.4
Brewery Becker,brewpub,Brighton,57.2,Michigan,4.6,44.4
Territorial Brewing Company,brewpub,Springfield,55.94,Michigan,4.5,44.4
Territorial Brewing Company Production Facility,micro,Springfield,55.94,Michigan,4.5,44.4
Lexington Brewing Co,brewpub,Lexington,62.06,Michigan,4.5,44.4
Cognito Brewing Company,brewpub,Bangor,50.0,Michigan,4.3,44.4
ConfluxCity Brewing Company,micro,Portland,69.98,Michigan,4.8,44.4
Gallery Brewery,brewpub,Portland,69.98,Michigan,4.5,44.4
Dragonmead Microbrewery,micro,Warren,51.98,Michigan,4.6,44.4
Falling Down Beer Co.,brewpub,Warren,51.98,Michigan,4.2,44.4
Kuhnhenn Brewing Co,micro,Warren,51.98,Michigan,4.2,44.4
"Canton Brew Works, LLC",micro,Canton,59.0,Michigan,4.5,44.4
127 Brewing,micro,Jackson,64.94,Michigan,4.7,44.4
Grand River Brewery,brewpub,Jackson,64.94,Michigan,4.4,44.4
Ironbark Brewery,micro,Jackson,64.94,Michigan,3.3,44.4
Poison Frog Brewing Company,brewpub,Jackson,64.94,Michigan,4.1,44.4
5 Lakes Brewing Co.,brewpub,Dorr,48.02,Michigan,4.1,44.4
51st State Brewing Company,brewpub,Kingsford,37.94,Michigan,4.6,44.4
734 Brewing Company,micro,Ypsilanti,51.98,Michigan,4.5,44.4
Aberrant Ales,brewpub,Howell,75.92,Michigan,4.4,44.4
Block Brewing Company,brewpub,Howell,75.92,Michigan,4.1,44.4
Eternity Brewing Co,micro,Howell,75.92,Michigan,4.6,44.4
"Howell's MainStreet Winery, Brewery & Pizzeria",brewpub,Howell,75.92,Michigan,4.7,44.4
Albion Malleable Brewing Company,brewpub,Albion,48.38,Michigan,4.6,44.4
Alma Brewing Co,brewpub,Alma,45.86,Michigan,4.6,44.4
American Brewers Inc,micro,Kalamazoo,49.1,Michigan,5.0,44.4
Bell's Eccentric Cafe,brewpub,Kalamazoo,49.1,Michigan,4.6,44.4
Brite Eyes Brewing Co,brewpub,Kalamazoo,49.1,Michigan,4.6,44.4
Olde Peninsula Brewpub and Restaurant,brewpub,Kalamazoo,49.1,Michigan,4.1,44.4
One Well Brewing,brewpub,Kalamazoo,49.1,Michigan,4.7,44.4
Rupert's Brew House,micro,Kalamazoo,49.1,Michigan,4.4,44.4
Texas Corners Brewing Company,brewpub,Kalamazoo,49.1,Michigan,4.4,44.4
Tibbs Brewing Co,brewpub,Kalamazoo,49.1,Michigan,4.5,44.4
American Harvest Brewpub At Schoolcraft College,brewpub,Livonia,51.98,Michigan,4.7,44.4
Liberty Street Brewing Production Facility,micro,Livonia,51.98,Michigan,4.4,44.4
Biercamp,brewpub,Ann Arbor,51.98,Michigan,4.8,44.4
Blue Tractor Brewing Co,brewpub,Ann Arbor,51.98,Michigan,4.3,44.4
HOMES Brewery,brewpub,Ann Arbor,51.98,Michigan,4.7,44.4
Jolly Pumpkin Cafe and Brewery,brewpub,Ann Arbor,51.98,Michigan,4.5,44.4
Pileated Brewing Co,micro,Ann Arbor,51.98,Michigan,4.8,44.4
Pointless Brewery,micro,Ann Arbor,51.98,Michigan,4.7,44.4
Townies Brewery,brewpub,Ann Arbor,51.98,Michigan,4.5,44.4
Wolverine State Brewing Co,brewpub,Ann Arbor,51.98,Michigan,4.6,44.4
Arclight Brewing Company,micro,Watervliet,69.08,Michigan,4.7,44.4
Osgood Brewing,brewpub,Grandville,48.02,Michigan,4.0,44.4
Ascension Brewing Company,brewpub,Novi,51.98,Michigan,4.5,44.4
Batch Brewing Co,brewpub,Detroit,51.98,Michigan,4.7,44.4
Brew Detroit,micro,Detroit,51.98,Michigan,4.6,44.4
Detroit Beer Co,brewpub,Detroit,51.98,Michigan,4.0,44.4
Eastern Market Brewing Company,micro,Detroit,51.98,Michigan,4.7,44.4
Motor City Brewing Works,brewpub,Detroit,51.98,Michigan,4.4,44.4
Motor City Brewing Works Warehouse,micro,Detroit,51.98,Michigan,4.4,44.4
Traffic Jam and Snug,brewpub,Detroit,51.98,Michigan,4.0,44.4
Atwater Grand Rapids,brewpub,Grand Rapids,48.02,Michigan,4.0,44.4
B.O.B's Brewery,brewpub,Grand Rapids,48.02,Michigan,4.0,44.4
Brass Ring Brewery,brewpub,Grand Rapids,48.02,Michigan,4.7,44.4
Brewery Vivant,brewpub,Grand Rapids,48.02,Michigan,4.7,44.4
Creston Brewery,brewpub,Grand Rapids,48.02,Michigan,4.3,44.4
East West Brewing Co,brewpub,Grand Rapids,48.02,Michigan,4.3,44.4
Elk Brewing Co,brewpub,Grand Rapids,48.02,Michigan,4.4,44.4
Fountain Hill Brewery,brewpub,Grand Rapids,48.02,Michigan,5.0,44.4
Greyline Brewing,brewpub,Grand Rapids,48.02,Michigan,4.7,44.4
Harmony Brewing Co,brewpub,Grand Rapids,48.02,Michigan,4.5,44.4
Harmony Brewing Company - Harmony Hall,brewpub,Grand Rapids,48.02,Michigan,4.5,44.4
Jaden James Brewery @ The Cascade Winery,brewpub,Grand Rapids,48.02,Michigan,4.8,44.4
Jolly Pumpkin Pizzeria and Brewery,brewpub,Grand Rapids,48.02,Michigan,4.1,44.4
The Knickerbocker/ New Holland Brewing,brewpub,Grand Rapids,48.02,Michigan,4.1,44.4
The Mitten Brewing Co,brewpub,Grand Rapids,48.02,Michigan,4.6,44.4
The Mitten Brewing Company Production Facility,micro,Grand Rapids,48.02,Michigan,4.6,44.4
Atwater In the Park Biergarten and Tap House,brewpub,Grosse Pointe Park,51.98,Michigan,4.1,44.4
Austin Brothers' Beer Company,brewpub,Alpena,46.04,Michigan,4.7,44.4
Urbanrest Brewing Company,micro,Ferndale,60.8,Michigan,4.7,44.4
Woodward Avenue Brewers,brewpub,Ferndale,60.8,Michigan,4.2,44.4
BAD Brewing Co,micro,Mason,60.98,Michigan,4.7,44.4
Spartan Brewpub,brewpub,Mason,60.98,Michigan,4.0,44.4
Baffin Brewing Co,micro,Saint Clair Shores,77.0,Michigan,4.6,44.4
Jamex Brewing Co,micro,Saint Clair Shores,77.0,Michigan,4.7,44.4
Shipwreck Brewing Company,brewpub,Saint Clair Shores,77.0,Michigan,4.6,44.4
Bam Entertainment Center,brewpub,Holland,49.1,Michigan,4.3,44.4
Big Lake Brewing,micro,Holland,49.1,Michigan,4.5,44.4
Macatawa Ale Company,micro,Holland,49.1,Michigan,4.5,44.4
Our Brewing Co,micro,Holland,49.1,Michigan,4.6,44.4
Tripelroot Production Facility,micro,Holland,49.1,Michigan,4.5,44.4
Barn Brewers,brewpub,Lawton,67.1,Michigan,4.8,44.4
Blackrocks Brewery,micro,Marquette,42.08,Michigan,4.8,44.4
Blackrocks Brewery - Production Facility,micro,Marquette,42.08,Michigan,5.0,44.4
Ore Dock Brewing Co,micro,Marquette,42.08,Michigan,4.7,44.4
Vierling Restaurant & Marquette Harbor Brewery,brewpub,Marquette,42.08,Michigan,4.5,44.4
Bastone Brewery,brewpub,Royal Oak,51.98,Michigan,4.3,44.4
Lilys Seafood Restaurant and Brewery,brewpub,Royal Oak,51.98,Michigan,4.4,44.4
River Rouge Brewing Company,micro,Royal Oak,51.98,Michigan,4.8,44.4
Roak Brewing Co.,micro,Royal Oak,51.98,Michigan,4.4,44.4
Royal Oak Brewery,brewpub,Royal Oak,51.98,Michigan,4.2,44.4
Beards Brewery,brewpub,Petoskey,46.04,Michigan,4.3,44.4
Beards Brewery Production Facility,micro,Charlevoix,46.94,Michigan,4.3,44.4
Lake Charlevoix Brewing Company,brewpub,Charlevoix,46.94,Michigan,4.1,44.4
Beer Church Brewing Company,contract,New Buffalo,53.06,Michigan,4.3,44.4
Bella Casa Di Vino,brewpub,Saint Clair,57.92,Michigan,4.5,44.4
Big Cat Brewing Company,brewpub,Cedar,46.04,Michigan,4.4,44.4
Sugarfoot Saloon,brewpub,Cedar,46.04,Michigan,4.1,44.4
Black Lotus Brewing Co,brewpub,Clawson,51.98,Michigan,4.3,44.4
Blue Cow Cafe/Big Rapids Brewing Co,brewpub,Big Rapids,45.5,Michigan,4.3,44.4
Blue Pike Cantina,brewpub,Marine City,51.8,Michigan,4.7,44.4
Bravo! Restaurant & Cafe,brewpub,Portage,49.1,Michigan,4.4,44.4
Brewery Terra Firma,micro,Traverse City,46.94,Michigan,4.7,44.4
Earthen Ales,micro,Traverse City,46.94,Michigan,4.8,44.4
Mackinaw Brewing Co,brewpub,Traverse City,46.94,Michigan,4.1,44.4
Rare Bird Brewpub,brewpub,Traverse City,46.94,Michigan,4.4,44.4
The Filling Station Microbrewery,micro,Traverse City,46.94,Michigan,4.8,44.4
The Parlor,brewpub,Traverse City,46.94,Michigan,4.0,44.4
BrickHaven Brewing Company,micro,Grand Ledge,48.74,Michigan,4.8,44.4
Cellar Brewing Co,brewpub,Sparta,62.6,Michigan,4.1,44.4
Cheboygan Brewing Co,micro,Cheboygan,46.04,Michigan,4.7,44.4
Cognition Brewing Company,micro,Ishpeming,33.8,Michigan,4.9,44.4
Cold Iron Brewing,micro,Ironwood,39.92,Michigan,4.8,44.4
Constantine Brewing Co,brewpub,Constantine,60.8,Michigan,4.4,44.4
Cotton Brewing Co,brewpub,Adrian,51.98,Michigan,4.2,44.4
Cranker's Restaurant & Brewery,brewpub,Mount Pleasant,71.78,Michigan,3.6,44.4
Dearborn Brewing,micro,Dearborn,51.98,Michigan,4.5,44.4
Downey Brewing Company,micro,Dearborn,51.98,Michigan,4.9,44.4
Dimes Brewhouse,micro,Dimondale,48.74,Michigan,4.7,44.4
Drafting Table Brewing Company,micro,Wixom,51.98,Michigan,4.7,44.4
Draught Horse Brewery,brewpub,New Hudson,51.98,Michigan,4.5,44.4
EagleMonk Pub and Brewery,brewpub,Lansing,48.74,Michigan,4.5,44.4
Lansing Brewing Company,brewpub,Lansing,48.74,Michigan,4.4,44.4
Ozone's Brewhouse,micro,Lansing,48.74,Michigan,4.6,44.4
East Channel Brewing Company,micro,Munising,42.08,Michigan,4.4,44.4
Eaton Pub & Grille Brewery / Charlotte Brewing Co,brewpub,Charlotte,80.96,Michigan,4.3,44.4
EB Coffee and Pub,brewpub,Caledonia,48.92,Michigan,4.8,44.4
Elk Street Brewery,brewpub,Sandusky,57.02,Michigan,4.5,44.4
Exferimentation Brewing Company,micro,Pontiac,51.98,Michigan,4.8,44.4
Fillmore 13 Brewery,brewpub,Pontiac,51.98,Michigan,4.7,44.4
Farmington Brewing Company LLC,micro,Farmington,55.94,Michigan,4.5,44.4
Fenton Winery & Brewery,brewpub,Fenton,57.2,Michigan,4.6,44.4
Lynchpin Beer Company / The Laundry,brewpub,Fenton,57.2,Michigan,3.7,44.4
Fetch Brewing Co,micro,Whitehall,60.98,Michigan,4.5,44.4
Fort Street Brewery,brewpub,Lincoln Park,71.96,Michigan,4.1,44.4
Four Leaf Brewing,brewpub,Clare,62.42,Michigan,4.6,44.4
Frankenmuth Brewing Co,micro,Frankenmuth,47.66,Michigan,4.2,44.4
Grand Armory Brewing Co,micro,Grand Haven,48.02,Michigan,4.6,44.4
Grand Armory Brewing Production Facility,micro,Grand Haven,48.02,Michigan,4.6,44.4
Odd Side Ales Production Facility,micro,Grand Haven,48.02,Michigan,4.2,44.4
Grande Mere Inn / Cranberry Bog Bar,brewpub,Stevensville,53.06,Michigan,4.6,44.4
Watermark Brewing Company,micro,Stevensville,53.06,Michigan,4.7,44.4
Gravel Bottom Craft Brewery,micro,Ada,30.2,Michigan,4.5,44.4
Greenbush Annex,micro,Sawyer,51.08,Michigan,4.4,44.4
Greenbush Brewing Co,micro,Sawyer,51.08,Michigan,4.5,44.4
Harpers Restaurant and Brewpub,brewpub,East Lansing,48.74,Michigan,3.4,44.4
Harsens Island Beer Co.,brewpub,Marysville,51.8,Michigan,4.4,44.4
Haymarket Brewery and Taproom,micro,Bridgman,50.0,Michigan,4.3,44.4
Tapistry Brewing Company,micro,Bridgman,50.0,Michigan,4.4,44.4
Transient Artisan Ales,micro,Bridgman,50.0,Michigan,4.6,44.4
Heavenly Vineyards,micro,Morley,59.0,Michigan,4.2,44.4
Hereford and Hops Steakhouse and Brewpub,brewpub,Escanaba,42.98,Michigan,4.4,44.4
Upper Hand Brewery,micro,Escanaba,42.98,Michigan,4.7,44.4
Hillsdale Brewing Company,brewpub,Hillsdale,71.96,Michigan,4.3,44.4
HomeGrown Brewing Company,brewpub,Oxford,75.92,Michigan,4.5,44.4
Jamesport Brewing Co,brewpub,Ludington,39.56,Michigan,4.4,44.4
Ludington Bay Brewing Co,brewpub,Ludington,39.56,Michigan,4.2,44.4
Kelsey Block Brewing Company,brewpub,Three Rivers,49.1,Michigan,4.6,44.4
"Library Restaurant, Bar and Brewpub",brewpub,Houghton,39.92,Michigan,4.2,44.4
Lehmans Orchard Brewery and Farmhouse,brewpub,Buchanan,77.0,Michigan,4.2,44.4
Les Cheneaux Distillers,brewpub,Cedarville,46.94,Michigan,4.7,44.4
Lockside Brewery / 1668 Winery,brewpub,Sault Sainte Marie,42.8,Michigan,4.3,44.4
Soo Brewing Company,micro,Sault Sainte Marie,42.8,Michigan,4.6,44.4
Superior Coast Brewery / Karls Cuisine Winery and Brewery,brewpub,Sault Sainte Marie,42.8,Michigan,4.6,44.4
Loggers Brewing Company,micro,Saginaw,73.4,Michigan,4.7,44.4
Oracle Brewing Company,micro,Saginaw,73.4,Michigan,5.0,44.4
Mackinaw Trail Brewing Company / Mackinaw Trail Winery and Brewery,micro,Manistique,43.52,Michigan,4.3,44.4
MDs Sports Tavern and Grill,brewpub,Davison,48.02,Michigan,4.5,44.4
Midland Brewing Co,brewpub,Midland,70.88,Michigan,4.3,44.4
Mitten Brewing Co - Northport,brewpub,Northport,75.92,Michigan,4.7,44.4
Mountain Town Brewing Co,micro,Mt Pleasant,42.8,Michigan,4.5,44.4
Mountain Town Station Restaurant & Brew Pub,brewpub,Mt Pleasant,42.8,Michigan,4.3,44.4
Newaygo Brewing Co,brewpub,Newaygo,46.94,Michigan,4.3,44.4
North Center Brewing Co.,brewpub,Northville,51.98,Michigan,3.9,44.4
North Channel Brewing Co.,brewpub,Manistee,44.6,Michigan,4.2,44.4
North Pier Brewing,micro,Benton Harbor,49.1,Michigan,4.8,44.4
The Livery,brewpub,Benton Harbor,49.1,Michigan,4.5,44.4
Northern Oak Brewery,brewpub,Holly,46.94,Michigan,4.6,44.4
Old Boys Brewhouse,brewpub,Spring Lake,48.02,Michigan,4.1,44.4
Old Mill Brewpub and Grill,brewpub,Plainwell,49.1,Michigan,4.6,44.4
Old Nation Brewing Company,micro,Williamston,82.04,Michigan,4.7,44.4
OpenRoad Brewery,brewpub,Wayland,62.6,Michigan,4.5,44.4
Original Gravity Brewing Co,brewpub,Milan,60.8,Michigan,4.5,44.4
Paddle Hard Brewing,micro,Grayling,46.94,Michigan,4.5,44.4
Rolling Oak Brewing Co,micro,Grayling,46.94,Michigan,4.8,44.4
Parkers Hilltop Brewery,brewpub,Clarkston,50.0,Michigan,4.3,44.4
Paw Paw Brewing Company,brewpub,Paw Paw,49.1,Michigan,4.4,44.4
Paw Paw Brewing Company Production Facility,micro,Paw Paw,49.1,Michigan,4.8,44.4
Pike 51 Brewing,brewpub,Hudsonville,49.1,Michigan,4.4,44.4
Railtown Brewing Co,micro,Dutton,51.8,Michigan,4.6,44.4
Red Jacket Brewing at Michigan House Cafe,brewpub,Calumet,39.74,Michigan,4.4,44.4
Redline Brewing Company,micro,Burton,48.02,Michigan,4.9,44.4
Reed City Brewing Company,brewpub,Reed City,45.5,Michigan,4.4,44.4
Round Barn Brewery / Round Barn Winery,micro,Baroda,72.22,Michigan,4.0,44.4
Rustic Leaf Brewing Company,micro,Waterford,55.48,Michigan,4.8,44.4
Salt Springs Brewery,brewpub,Saline,51.98,Michigan,4.3,44.4
Stony Lake Brewing Company,micro,Saline,51.98,Michigan,4.7,44.4
Silver Harbor Brewing Company,brewpub,Saint Joseph,53.06,Michigan,4.4,44.4
Stormcloud Brewing Company,brewpub,Frankfort,62.06,Michigan,4.6,44.4
Stormcloud Brewing Company Production Facility,micro,Frankfort,62.06,Michigan,4.9,44.4
Tecumseh Brewing Company,brewpub,Tecumseh,52.7,Michigan,4.6,44.4
Tenacity Brewing,micro,Flint,48.02,Michigan,4.8,44.4
The Boathouse Beer Co and Boozery,brewpub,Tawas City,48.92,Michigan,4.7,44.4
The Distant Whistle Brewhouse,micro,Vicksburg,73.04,Michigan,4.8,44.4
The Highway Brewing Co.,brewpub,West Branch,48.92,Michigan,4.5,44.4
The Maple Grille LLC,brewpub,Hemlock,60.98,Michigan,4.8,44.4
The Mitten Brewing Company - Saugatuck,brewpub,Saugatuck,49.1,Michigan,4.8,44.4
"The Sanford Beverage Company, Inc. D.B.A. Steele Street Brewing",brewpub,Ionia,46.94,Michigan,4.7,44.4
Third Monk Brewing Co,micro,South Lyon,51.98,Michigan,4.5,44.4
Witch's Hat Brewing,micro,South Lyon,51.98,Michigan,4.7,44.4
Three Blondes Brewing,brewpub,South Haven,50.0,Michigan,4.3,44.4
Tilted Axis Brewing Company,brewpub,Lapeer,51.8,Michigan,4.5,44.4
Trail Point Brewing Co.,micro,Allendale,50.0,Michigan,4.8,44.4
Tripelroot,brewpub,Zeeland,49.1,Michigan,4.5,44.4
Tujax Tavern,brewpub,Delton,48.74,Michigan,4.3,44.4
Tunnel Vision Brewery,brewpub,Harbor Springs,46.04,Michigan,4.7,44.4
TwoGuys Brewing,brewpub,Wyoming,48.02,Michigan,4.8,44.4
Unruly Brewing Company,micro,Muskegon,48.02,Michigan,4.6,44.4
Walldorff Brewpub & Bistro,brewpub,Hastings,61.15,Michigan,4.3,44.4
Florence Brewing Company,micro,Florence,69.08,Colorado,4.8,45.1
Tumbleweed Brewing and Wine Company,brewpub,Yuma,82.94,Colorado,5.0,45.1
Endo Brewing Company,micro,Lafayette,78.98,Colorado,4.7,45.1
Odd13 Brewing Inc,micro,Lafayette,78.98,Colorado,4.7,45.1
The Post Brewing Co,brewpub,Lafayette,78.98,Colorado,4.5,45.1
Uturn BBQ,brewpub,Lafayette,78.98,Colorado,4.1,45.1
10 Barrel Brewing Co - Denver,large,Denver,48.92,Colorado,4.5,45.1
14er Brewing Company,proprietor,Denver,48.92,Colorado,4.3,45.1
Alternation Brewing Company,micro,Denver,48.92,Colorado,4.7,45.1
Banded Oak Brewing Company,brewpub,Denver,48.92,Colorado,4.6,45.1
Bierstadt Lagerhaus,brewpub,Denver,48.92,Colorado,4.5,45.1
Black Project Spontaneous & Wild Ales,micro,Denver,48.92,Colorado,4.8,45.1
Black Shirt Brewing Co,brewpub,Denver,48.92,Colorado,4.7,45.1
Black Sky Brewery,brewpub,Denver,48.92,Colorado,4.5,45.1
Blue Moon Brewery,large,Denver,48.92,Colorado,4.3,45.1
Bull & Bush Brewery,brewpub,Denver,48.92,Colorado,4.4,45.1
Call To Arms Brewing Company,micro,Denver,48.92,Colorado,4.7,45.1
Cerebral Brewing,micro,Denver,48.92,Colorado,4.7,45.1
Chain Reaction Brewing Company,micro,Denver,48.92,Colorado,4.5,45.1
Crazy Mountain Brewing Co,regional,Denver,48.92,Colorado,4.3,45.1
Declaration Brewing Company,micro,Denver,48.92,Colorado,4.6,45.1
Denver Beer Co,micro,Denver,48.92,Colorado,4.5,45.1
Denver Beer Co Canworks,micro,Denver,48.92,Colorado,4.4,45.1
DeSteeg Brewing Co/Blind Faith Brewing,micro,Denver,48.92,Colorado,5.0,45.1
Diebolt Brewing,micro,Denver,48.92,Colorado,4.7,45.1
Dos Luces Brewery,contract,Denver,48.92,Colorado,4.8,45.1
Factotum Brewhouse,micro,Denver,48.92,Colorado,4.6,45.1
Fermaentra,micro,Denver,48.92,Colorado,4.5,45.1
Fiction Beer Company,micro,Denver,48.92,Colorado,4.6,45.1
Goldspot Brewing Co,micro,Denver,48.92,Colorado,4.7,45.1
Great Divide Brewing Co - RiNo Barrel Bar,micro,Denver,48.92,Colorado,4.6,45.1
Hogshead Brewery,micro,Denver,48.92,Colorado,4.7,45.1
J Moe's Brewing Company,brewpub,Denver,48.92,Colorado,4.7,45.1
Jagged Mountain Brewery,micro,Denver,48.92,Colorado,4.5,45.1
Little Machine,micro,Denver,48.92,Colorado,4.7,45.1
Long Table Brewing,micro,Denver,48.92,Colorado,4.4,45.1
Mockery Brewing,micro,Denver,48.92,Colorado,4.6,45.1
Novel Strand Brewing,micro,Denver,48.92,Colorado,4.7,45.1
Odell Brewing Co - Denver,micro,Denver,48.92,Colorado,4.8,45.1
Our Mutual Friend Brewing,micro,Denver,48.92,Colorado,4.5,45.1
Pints Pub Brewery and Freehouse,brewpub,Denver,48.92,Colorado,4.4,45.1
Platt Park Brewing Co.,micro,Denver,48.92,Colorado,4.6,45.1
Prost Brewing,micro,Denver,48.92,Colorado,4.5,45.1
Ratio Beerworks,micro,Denver,48.92,Colorado,4.6,45.1
Renegade Brewing Company,micro,Denver,48.92,Colorado,4.5,45.1
Renegade Brewing Company - Production,micro,Denver,48.92,Colorado,4.5,45.1
Seedstock Brewery,micro,Denver,48.92,Colorado,4.9,45.1
Sleeping Giant Brewing Company,micro,Denver,48.92,Colorado,4.8,45.1
Spangalang Brewery,micro,Denver,48.92,Colorado,4.8,45.1
Station 26 Brewing Co,micro,Denver,48.92,Colorado,4.6,45.1
The Grateful Gnome Sandwich Shoppe and Brewery,brewpub,Denver,48.92,Colorado,4.5,45.1
The Intrepid Sojourner Beer Project,micro,Denver,48.92,Colorado,4.5,45.1
The Larimer Beer Company,contract,Denver,48.92,Colorado,4.3,45.1
The Sandlot Brewery At Coors Field,large,Denver,48.92,Colorado,3.8,45.1
Vine Street Pub & Brewery,brewpub,Denver,48.92,Colorado,4.5,45.1
Woods Boss Brewing Company,micro,Denver,48.92,Colorado,4.8,45.1
Zuni Street Brewing Company,micro,Denver,48.92,Colorado,4.4,45.1
Rockyard Brewing Company,brewpub,Castle Rock,69.08,Colorado,4.0,45.1
12Degree Brewing,brewpub,Louisville,62.06,Colorado,4.6,45.1
Crystal Springs Brewing Co,micro,Louisville,62.06,Colorado,4.7,45.1
Redgarden Brewery,brewpub,Louisville,62.06,Colorado,4.6,45.1
3 Freaks Brewing Co,micro,Highlands Ranch,48.92,Colorado,4.3,45.1
C.B. and Potts/Big Horn Brewery - Highlands Ranch,brewpub,Highlands Ranch,48.92,Colorado,4.0,45.1
4B's Brewery,brewpub,Cedaredge,50.72,Colorado,3.9,45.1
Great Frontier Brewing Company,micro,Lakewood,77.0,Colorado,4.5,45.1
WestFax Brewing Co.,micro,Lakewood,77.0,Colorado,4.8,45.1
Saint Patrick's Brewing Company,micro,Littleton,48.92,Colorado,4.5,45.1
Angry James Brewing Co,micro,Silverthorne,34.34,Colorado,4.8,45.1
The Bakers' Brewery,brewpub,Silverthorne,34.34,Colorado,3.9,45.1
Anheuser-Busch Inc - Fort Collins,large,Fort Collins,46.4,Colorado,2.5,45.1
CooperSmiths Pub and Brewing,brewpub,Fort Collins,46.4,Colorado,4.2,45.1
Equinox Brewing,micro,Fort Collins,46.4,Colorado,4.7,45.1
Jessup Farm Barrel House,micro,Fort Collins,46.4,Colorado,4.7,45.1
Maxline Brewing,micro,Fort Collins,46.4,Colorado,4.8,45.1
McClellan's Brewing Company,brewpub,Fort Collins,46.4,Colorado,4.6,45.1
Pitchers Sports Restaurant and Brewery,brewpub,Fort Collins,46.4,Colorado,4.0,45.1
Three Four Beer Company,brewpub,Fort Collins,46.4,Colorado,4.5,45.1
Animas Brewing Co,brewpub,Durango,55.94,Colorado,4.5,45.1
Brew Pub and Kitchen,brewpub,Durango,55.94,Colorado,4.6,45.1
Carver Brewing Co,brewpub,Durango,55.94,Colorado,4.5,45.1
Durango Brewing Co,brewpub,Durango,55.94,Colorado,4.5,45.1
Aspen Brewing Company,micro,Aspen,37.4,Colorado,4.1,45.1
Echo Brewing Cask and Barrel,brewpub,Erie,60.08,Colorado,4.3,45.1
Industrial Revolution Brewing Company,micro,Erie,60.08,Colorado,4.8,45.1
Avalanche Brewing Co,brewpub,Silverton,60.98,Colorado,4.6,45.1
Golden Block Brewery,brewpub,Silverton,60.98,Colorado,4.4,45.1
BJs Restaurant & Brewery - Boulder,brewpub,Boulder,48.92,Colorado,3.6,45.1
Boulder Beer On Walnut,brewpub,Boulder,48.92,Colorado,3.8,45.1
BRU Handbuilt Ales and Eats,brewpub,Boulder,48.92,Colorado,4.2,45.1
FATE Brewing Company,brewpub,Boulder,48.92,Colorado,4.2,45.1
Mountain Sun Pub and Brewery,brewpub,Boulder,48.92,Colorado,4.6,45.1
Stein Brewing Company,micro,Boulder,48.92,Colorado,4.9,45.1
Upslope Brewing Company - Flatiron Park,micro,Boulder,48.92,Colorado,5.0,45.1
West Flanders Brewing Co,brewpub,Boulder,48.92,Colorado,4.2,45.1
Wild Woods Brewery,micro,Boulder,48.92,Colorado,4.7,45.1
Lariat Lodge Brewing,brewpub,Evergreen,48.92,Colorado,4.2,45.1
Barrels & Bottles Brewery,brewpub,Golden,51.8,Colorado,4.7,45.1
Golden City Brewery,brewpub,Golden,51.8,Colorado,4.6,45.1
